CASEID,ORDER,PRIEST,POSITION,PRIMARY,PAID,AREA,SPADMIN,SPCHILD,SPCOMM,SPFAMILY,SPMEDIA,SPMUSIC,SPOUT,SPCARE,SPPREACH,SPPSYCH,SPRELED,SPSPIRIT,SPTECH,SPVOLCOR,SPWORLEAD,SPWORTECH,SPYADULT,SPYOUTH,SPOTHER,GENLEAD,YEARLEAD,STFPREV,YEARSTF,MBRPREV,TIMESERV,DIFFOCC,HRCONG,SERVOTH,HROTHCNG,CHAPLAIN,CHAPUNI,CHAPHOSP,CHAPNURS,CHAPJAIL,CHAPPOL,CHAPOTH,HRCHAP,OTHERJOB,HROTHJOB,HRTOTAL,PREACH,CLASS,VISIT,COUNSEL,COTHCONG,CDEN,COTHDEN,CNONPRFT,CPUBSCHL,CPRVSCHL,CCOLLEGE,CSEM,CBIZ,CHOSP,CGOV,CADVOC,WORKSAT,LVCNGWRK,LVRELWRK,GOD,DOUBT,POSTLIFE,HEAVEN,HELL,MIRAHEAL,PROSPER,REINCAR,ASTROL,RESURECT,ADAMEVE,BIBLE,GRACE,PRAYSOLO,ALLTRUE,MINEBEST,CONVERT,NOFRIEND,LDRWOMEN,ORIENT,GAYMARRY,MIHELP,MIHELP2,MIPSYCH,MISERM,MIPRAY,MICLASS,MILEARN,SERIOUS,CHEM,GENES,TRAUMA,DEMON,NOSUPP,NOFAITH,STRESS,SEEKHELP,TAKEMEDS,RELIGACT,DISASTRO,DISCLIMA,DISENVIR,DISEVOLU,DISPSYCH,DISPOLLS,DISSTEM,DISVAX,DISMED,DISOTH,SIXDAYS,YNGEARTH,CREMIRAC,EVOLVED,GODEVOLV,LAWEVOLV,EVNOGOD,CLIMCHNG,SCICONFL,SCIRELIG,RELICHNG,SCIHOSTL,RESCHAR,RESFORGV,RESHMBL,RESGRAT,RESGENER,RESCNTL,RESPRAY,RESDISC,VSTDYING,VSTOFTN,ALLOWDIE,EUTHA,HOPEMIRA,PALIATIVE,PARTYID7,POLVIEWS,POLGROUP,TOOKSTND,PRAYISSUE,URGEVOTE,URGEACT,LOBBIED,PROTEST,ACTABORT,ACTCAPUN,ACTECON,ACTEDUC,ACTENVIR,ACTFORGN,ACTLGBT,ACTGUN,ACTHEAL,ACTHUNGR,ACTIMM,ACTPOLIC,ACTRACE,ACTOTH,ENDORSE,TAXENDRS,POLCOMP,VOTE,VOTEWHO,INFOBOOK,INFOZINE,INFOWEB,INFOPOD,INFOSOC,GENDER,RACE,YEARBORN,WHEREBRN,EDUC,ATSEM,MARSTAT,ROMRELAT,NUMKID,HEALTH,CAREDFOR,LACKINT,DEPRESS,HAPPY,SATLIFE,LIFEGOOD,BMI,BMICAT,CONGSAL,CONGLIVE,OTHINC,OTHAMT,HHINCOME,STULOAN,LOANAMT,FINSATIS,CHALWELL,CHALTECH,CHALRACE,CHALLGBT,CHALLEAD,CHALGEN,CHALCASH,CHALFEM,CHALFACIL,CHALDENOM,CHALCOMIT,CHALOTH,cong_region,cong_size,cong_trad,cong_race,DURATION,SURVEYDATE,SURVEYYEAR,COVID,MODE_NSRL,WT_NSRL_ALL_IGN,WT_NSRL_ALL_DUP,WT_NSRL_ALL_ATTENDEE,WT_NSRL_PRIMARY_IGN,WT_NSRL_PRIMARY_DUP,WT_NSRL_PRIMARY_ATTENDEE,WT_NSRL_NONP_IGN,WT_NSRL_NONP_DUP,WT_NSRL_NONP_ATTENDEE
765,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,39,1,50,2, ,2, , , , , , , ,2, ,50,8,7,7,8,1,1,2,1,2,2,2,2,2,2,2,2,4,1,1,1,2,5,5,5,5,1,1,1,5,1,3,6,6,2,6,2,2,5,2,4,1,3,3,1,1,1,2,3,2,2,2,1,2,1,3,4,4,2,1,1,1,1,1,2,1,1,2, ,1,1,1,4,5,1,1,1,1,4,2,5,1,1,1,1,1,1,1,1,1,5,6,1,2,2,4,4,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2, ,2,2,4,1,3,5,4,5,1,2,1,1,3,1,5, ,1,2,0,3,4,1,1,5,6,5,21.6644736842105,2,7,1,1,5,7,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,5,42.7,3/7/2019,2019,2,1,.09274356747123,.0913705853641429,.578670544555877,.0908960636355392,.0914078128615539,1.16727619086029,0,0,0
766,2,0,3,2,1, , , , , , , , , , , , , , , , , , , , ,0, , , ,2,6,2,40,2, ,2, , , , , , , ,2, ,40,8,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,5,2,3,5,3,3,6,6,4,6,6,3,7,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3, ,4,4,4,4,4,5,4,1,3,4, ,6,1,1,1,1,1,1,1,1,1,4,5,3,4,3,2,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,4,1,4,3,4,6,3,4,2,3,3,2,3,2,3,2,0,3,4,2,1,5,5,6,32.0044224765869,4,6,2,2,0,6,2,0,3, , , , , , , , , , , , ,3,5,1,5,57,2/15/2019,2019,2,1,.244387660554544,.254350254742741,1.6279917654832,0,0,0,.250777055412944,.254220470281022,.997485820966667
767,1,0,7,2,1,2, , , , , , , , , , , , , , , , , , , ,0, , ,3,1,25,1,24,2, ,2, , , , , , , ,2, ,42,7,7,8,6,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,5,5,5,5,1,1,1,5,5,2,5,5,1,7,1,1,1,2,6,1,2,2,1,1,1,1,4,3,1,3,2,3,2,4,1,4,4,1,2,1,1,1,2,1,1,1, ,1,1,5,1,5,1,1,2,4,2,1,4,1,1,1,1,1,1,1,1,1,5,6,1,1,4,7,6,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1, ,1,1,2,2,2, ,1,1,1,1,1,1,2,2,4,2,0,3,5,1,1,6,6,7,28.2368421052632,3,1,2,1,6,7,2,0,3, , , , , , , , , , , , ,3,5,1,5,68.9,2/18/2019,2019,2,1,.244387660554544,.254350254742741,1.6279917654832,0,0,0,.250777055412944,.254220470281022,.997485820966667
768,2,0,4,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2, ,0, , ,4,1,19,2,46,2, ,2, , , , , , , ,2, ,46,8,7,3,4,2,1,2,1,1,1,2,2,1,1,1,1,4,2,1,1,4,5,5,5,5,5,1,1,5,5,2,6,6,1,7,7,1,1,6,6,1,4,2,2,2,2,2,4,4,4,4,2,4,3,4,4,4,4,2,1,1,3,1,1,1,1,1, ,5,3, ,5,5,5,1,1,1, ,1,7,1,1,1,1,1,1,1,1,1,5,1,1,4,4,4,6,1,2,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1, ,1, ,1,1,4,6,6,6, ,6,2,3,5,1,2,1,2, , ,1,5,1,1,6,6,7, , , , , , , ,2,0, , , , , , , , , , , , , ,3,5,1,5,76.9,2/20/2019,2019,2,1,.244387660554544,.254350254742741,1.6279917654832,0,0,0,.250777055412944,.254220470281022,.997485820966667
769,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1, ,1, , ,5,2,18,2,50,2, ,2, , , , , , , ,2, ,50,8,8,8,8,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,5,5,5,5,1,1,1,5,4,2,5,5,4,1,1,1,7,7,4,1,2,2,1,2,1,2,4,3, , , , , ,4,4,4,4,1,2,1,1,1,2,2,1,1, , ,1,1,1,1,1,1,3,1,3,1,4,1,1,1,1,1,1,1,1,1,5,1,1,4,3,4,4,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,3,1,4,2,2,2,2,2,1,3,4,2,5, ,1,2,0,1,5,1,1,6,6,7,27.8082640463593,3,5,1,2,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,5,85.1,2/11/2019,2019,2,1,.244387660554544,.254350254742741,1.6279917654832,0,0,0,.250777055412944,.254220470281022,.997485820966667
770,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2, ,1, , ,5,2,13,1,50,1,1,2, , , , , , , ,2, ,51,5,7,2,2,1,1,1,2,2,2,2,2,2,2,2,1,4,1,1,1,1,5,5,5,5,2,1,1,5,4,2,5,5,1,7,6,4,1,1,1,2,1,2,1,1,1,2,4,4,3,4,1,4,2,4,4,4,4,1,1,2,3,2,1,1, , ,3,1,1,5,1,4,1,1,1,1,4,3,7,3,1,2,2,2,1,1,2,2,1,3,1,4,2,6,7,2,1,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,3,1,2,2,1,4,1,2,1,3,4,1,3,1,2, ,3,2,5,1,1,6,6,6,30.8935546875,4,6,2,1,1,7,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3,5,1,5,93,2/13/2019,2019,2,1,.244387660554544,.254350254742741,1.6279917654832,0,0,0,.250777055412944,.254220470281022,.997485820966667
771,2,0,6,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,5,2,13,2,35,2, ,2, , , , , , , ,2, ,35,1,5,5,4,1,1,1,1,1,1,2,2,1,1,1,1,4,3,3,2,3,5,5,2,2,1,1,1,4,1,3,5,4,3,4,3,1,6,6,4,1,5,5,1,1,1,4,4,3,3,3,1,3,2,3,4,4,3,1,5,5,3,3,2,2,2,3, ,1,1,5,5,4,2,2,1,1,3,3,2,1,1,2,1,1,1,1,2,1,4,6,1,3,2,1,3,3,2,1,3,3,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1, ,2,1,4,1,1,6,6,6,2,6,2,1,4,1,4,2,2, ,2,2,3,1,1,6,6,6,32.4847721067003,4, ,2,2,0, ,1,1,2, , , , , , , , , , , , ,3,5,1,5,16.4,6/3/2019,2019,2,1,.0786018875724363,.0818061357187361,1.36119815314954,0,0,0,.0806568951582376,.0817643934161765,.834018872871684
772,2,0,9,2,1,2, , , , , , , , , , , , , , , , , , , ,0, , ,3,1,20,2,40,2, ,2, , , , , , , ,2, ,40,1,6,1,6,1,1,2,1,2,2,2,2,1,1,2,1,4,1,2,1,2,5,5,4,5,2,2,1,5,1,3,5,5,6,3,2,1,7,7,6,1,3,3,1,1,1,2,4,4, , , ,2,1,3,4,4,2,1,1,1,1,1,1,1,1,1, ,1,1,4,5,5,2,1,1,2,3,2,2,1,1,1,1,2,2,3,2,1,2,5,1,4,1,1,2,3,3,3,3,3,3,3,2,2,2,1,2,2,2,1,1,1,1,1,1, ,2,1,4,1,1,4,3,4,3,1,2,1,4,1,3,2,2, ,1,2,4,1,1,5,4,5,26.43115234375,3,7,2,2,0,8,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,5,55.3,3/7/2019,2019,2,1,.0786018875724363,.0818061357187361,1.36119815314954,0,0,0,.0806568951582376,.0817643934161765,.834018872871684
773,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,1,28,2,60,2, ,2, , , , , , , ,2, ,60,8,7,7,8,1,1,1,1,1,1,1,2,2,1,2,1,4,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,1,5,6.1,8/29/2019,2019,2,1,.0298289179040334,.0293873285661129,.483838612228919,.0292347091438484,.02939930196755,.975984171973295,0,0,0
774,2,0,4,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2, ,0, , ,4,1,16,2,50,1, ,2, , , , , , , ,2, ,50,1,5,2,1,1,1,1,1,2,1,2,2,2,2,2,2,4,1,1,2,1,5,5,1,3,1,1,1,5,1,3,4,6,2,5,2,1,7,6,6,2,1,1,1,1,1,2,3,3,3,3,1,4,2,4,2,3,4,1,1,1,1,1,1,1,1,1, ,1,1,2,4,5,1,1,1,1,4,3,2,3,3,3,3,3,3,3, ,2,1,7,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,4,1,1,2,2,2,1,2,2,1,3,1,4, ,2, ,0,1,4,1,1,6,6,6,21.4644168962351,2,6,2,2,0,11,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,1, ,10/31/2019,2019,2,3,.306684284872214,.638372868792474,2.59651039246024,0,0,0,.314702394250028,.638047133403547,1.59090626585753
775,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,10,2,70,1,5,2, , , , , , , ,2, ,75,8,7,7,8,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,5,5,5,5,1,1,5,5,1,2,5,5,2,6,4,3,2,4,5,1,4,4,1,3,1,3,3,3,3,3,2,2,2,2,4,4,4,1,1,1,1,3,1,1,1,1, ,1,1,5,3,5,1,1,2,2,3,1,4,1,1,1,1,1,1,1,1,1,5,7,1, , ,5,4,1,3,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2, ,2,1,3,1,2,3,4,4,5,5,1,1,6,1,5, ,1,2,0,2,5,1,2,6,5,7,21.4104179794161,2,7,1,1,1,7,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,1,55.1,2/24/2020,2020,2,2,.116384741364894,.229323547409658,.922931008993157,.114066292097194,.229416981655848,1.86170767242215,0,0,0
776,2,1,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,14,1,8,1,8,2, , , , , , , ,1,8,40,8, ,7,7,1,1,1,2,2,1,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,5,1,3,5,5,2,5,5,7,2,2,2,4,7,3,1,2,2,2,2,2,2,3,2,1,1,1,3,3,3,3,3,3,1,3,3,1,1,1,1,2,1, ,5,3,5,3,4,1,1,1,5,4,2,6,3,2,2,2,3,3,3, ,1,5,6,1,3,1,4,4,1,2,2,3,1,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1, ,2,3,3,2,5,4,4,5,5,5,1,3,4,2,5, ,1,2, ,2,5,3,3,6,5,6,43.9016326530612,4,7,1,2,0,1,2,0,3, , , , , , , , , , , , ,2,5,1,1,66.2,7/30/2019,2019,2,1,.306684284872214,.638372868792474,2.59651039246024,0,0,0,.314702394250028,.638047133403547,1.59090626585753
777, , ,5,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2, ,0, , ,5,1,6,2,50,2, ,2, , , , , , , ,2, ,50,2,4,3,8,2,2,1,2,2,2,2,2,2,2,2,2,4,2,1,1,1,5,5,5,5,1,1,2,5,5,2,6,5,1,7,7,1,1,1,6,1,2,2,1,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,1,2,2,1,1,1,1, ,4,4,5,1,1,1,1,2,1,2,1,4,3,3,3,3,3,3,3, ,2,1,7,1,3,2,6,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,3,1,3,6,4,4,5,2,1,1,6,1,4,2,2, ,6,3,4,1,1,4,5,4,26.6057525951557,3,7,2,1,1,7,1,3,2, , , , , , , , , , , , ,2,4,2,1,18.1,2/13/2019,2019,2,1,1.02812407097426,1.02112761917938,1.6698750125146,0,0,0,1.05500386776095,1.02060657980187,1.02314807917684
778, , ,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, ,0, , ,5,1,5,1,50,2, ,2, , , , , , , ,2, ,50,3,8,2,8,1,1,2,2,2,2,1,2,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,1,6,6,1,7,7,1,1,4,1,1,5,4,2,1,1,2,3,3,3,3,2,2,2,3,4,3,4,1,1,1,2,1,2,1,1,1, ,2,2,5,1,2,1,1,1,1,3,2,4,2,2,2,2,2,2,2,2,2,1,7,1,4,2,5,5,1,3,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1, ,2,1,4,1,3,4,5,5,4,3,1,1,6,1,5, ,2, ,3,2,4,1,2,6,6,6,29.4112244897959,3,7,2,1,1,7,1,4,1, , , , , , , , , , , , ,2,4,2,1,23,2/19/2019,2019,2,1,1.02812407097426,1.02112761917938,1.6698750125146,0,0,0,1.05500386776095,1.02060657980187,1.02314807917684
779, , ,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,16,2,55,2, ,2, , , , , , , ,2, ,55,5,6,4,8,1,1,2,2,2,2,2,1,2,2,1,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,7,7,1,1,1,1,1,5,2,2,1,1,3,3,3,3,3,2,3,2,4,3,4,4,2,1,1,3,2,3,1,1,1, ,5,3,5,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,4,5,1,2,2,5,6,1,2,3,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1, ,2,2,3,1,4,6,4,5,4,3,1,1,6,1,2,2,2, ,2,2,5,1,1,5,4,4,28.1260813148789,3,7,2,1,1,11,2,0,2, , , , , , , , , , , , ,2,4,2,1,26.8,2/12/2019,2019,2,1,1.02812407097426,1.02112761917938,1.6698750125146,0,0,0,1.05500386776095,1.02060657980187,1.02314807917684
780, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,2,37,2,55,2, ,2, , , , , , , ,2, ,55,8,8,8,8,1,1,1,1, , , , ,1,1, ,1,3,2,2,2,2,5,5,5,4,3,2,1,5,3,3,5,6,2,6,6,2,6,3,1,1,5,4,3,2,4,4,4,3,3,3,2,4,2,3,4,4,4,1,1,2,2,2,4,2,1,2, ,2,2,4,2,4,2,1,2,2,3,3,6,1,1,1,1,1,1,1,1,1,5,6,3,3,3,6,5,3,2,3,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2, ,2,1,3,1,2,4,5,4,4,3,1,1,4,1,5, ,2, ,1,3,4,2,2,4,4,5,31.9269031141869,4,8,2,1,1,9,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,3,2,4,1, ,9/24/2019,2019,2,3,.230061105575982,.242490182848053,.121892970494043,.225478159431207,.242588981631252,.245878701844298,0,0,0
781, , ,6,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1, ,0, , ,5,2,15,2,40,2, ,2, , , , , , , ,2, ,40,3,8,3,5,1,1,1,1,1,2,2,2,2,2,2,2,4,2,1,1,1,5,5,5,5,1,1,1,5,5,3,6,4,2,6,6,2,6,2,1,2,1,3,1,3,2,2,3,3,3,3,1,4,2,4,3,2,4,3,2,2,3,2,3,1,1,1, ,4,4,5,1,2,1,1,2,2,3,3,5,3,3,3,3,3,3,3, ,1,2,3,1,2,2,4,5,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,3,1,3,4,2,3,1,1,1,3,6,1,3,1,2, ,2,2,5,1,1,5,5,6,30.0405405405405,4,6,1,2,0,6,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,1,35,2/28/2019,2019,2,1,.633299532448451,.632087751565408,.269086923173422,0,0,0,.649856836394448,.631765223213002,.164872081151694
782, , ,5,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,5,1,3,1,20,2, ,2, , , , , , , ,2, ,20,2,8,3,6,1,1,1,1,2,2,2,2,2,2,1,2,3,4,1,1,2,5,5,5,5,2,1,1,5,5,2,5,5,1,1,1,1,7,1,6,2,1,3,1,2,1,1,4,3,1,2,1,2,1,4,4,4,3,1,1,2,2,2,2,1,1,1, ,4,3,5,1,1,1,1,1,1,4,2,6,3,3,3,3,3,3,3, ,2,1,5,1,3,4,4,5,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,4,1,3,2,3,4,1,4,2,1,4,1,4,2,2, ,0,2,4,1,1,5,6,6,32.438232421875,4,2,2,2,0,7,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,40,2/20/2019,2019,2,1,.633299532448451,.632087751565408,.269086923173422,0,0,0,.649856836394448,.631765223213002,.164872081151694
783,2,0,5,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1, ,0, , ,4,1,19,1, ,2, ,2, , , , , , , ,2, ,7,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,3,6,6,1,7,4,1,4,3,2,2,1,2,1,1,1,1,4,3,2,3,2,3,4,3,3,2,3,1,1,2,1,1,1,1,1,2,2,4,3,4,3,3,2,1,1,2,2,2,4,2,3,1,1,1,1,1,2,2,1,5,1,3,2,7,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,2,1,2,2,2,3,3, ,2,1,3,1,1,2,2, ,0,2,5,1,1,5,5,6,22.987514863258,2,1,2,1,1,7,2,0,2,0,0,0,0,0,1,0,0,0,1,1,0,4,3,1,5, ,8/7/2019,2019,2,3,.514687650185861,.535669168568757,.544693638742919,0,0,0,.528143904966962,.535395838649066,.333738900242864
784,2,0,5,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1, ,0, , ,5,1,8,1,5,2, ,2, , , , , , , ,1,8,13,1,2,1,2,2,2,2,1,2,2,2, ,2,2,2,2,3,1,2,1,1,5,5,4,5,1,5,5,5,5,2,4,5,6,4,4,2,4,4,6,2,1,3,1,2,1,1,3,2,2,2,1,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1, ,3,2,5,5,3,3,3,1,1,1,1,4,3,3,3,3, , , , ,2,1,6,4,4,4,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3, ,1,1,2,2,2,2,2,2,4,4,1,1,2,2, ,0,3,3,2,1,4,2,4,36.4889730452217,4,1,2,1,9,12,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,23.9,10/1/2019,2019,2,1,.514687650185861,.535669168568757,.544693638742919,0,0,0,.528143904966962,.535395838649066,.333738900242864
785,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,29,2,40,2, ,2, , , , , , , ,2, ,40,8,7,4,4,1,1,2,2,1,1,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,5,1,1,5,5,3,5,5,1,7,7,7,7,2,1,1,5,2,1,1,1,1,4,1,1,2,1,3,4,4,3,2,4,1,1,1,1,1,1,1,1,1, ,5,3,5,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,1,2,5,7,4,1,6,4,1,2,2,2,1,1,1, , , , , , , , , , , , , , ,2,3,3,1,2, , ,6,6,1,1,4,3,2,5, ,1,2,0,2,4,1,1,5,5,6,20.6126543209877,2,6,1,2,0, ,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,5,43.1,4/26/2019,2019,2,1,.195320699512026,.192429158536347,.193611645482699,.191429801723883,.192507560748313,.390547378247306,0,0,0
786,2,0,6,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0, , ,3,2,22,1,60,2, ,2, , , , , , , ,2, ,65,1,1,1,2, , , ,1, , , , ,1, , , ,4,2,2,1,1,5,5,5,5, ,3,4,5,5,2,5,5,6,4,1,1,3,3,4,2,1,2,1,1,1,2,4, , , , , , ,4,4, , ,1,2,1,1,2,1,1,2,1, ,3,3,4, ,4,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,4,1,1,5,4,5,2,5,2,3,3,1,1,2,1,1,0,2,3,1,1,5,5,4,31.1150295857988,4,6,2,2,0,6,2,0,2, , , , , , , , , , , , ,3,5,1,3, ,6/17/2019,2019,2,3,.0431414191570581,.179600409082226,2.65638042916667,0,0,0,.0442693302844885,.179508766388804,1.62758919877009
787,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,43,2,50,2, ,2, , , , , , , ,2, ,50,8,7,6,1,1,1,2,1,1,1,2,2,2,2,1,1,4,1,1,1,2,5,5,1,4,1,1,1,5,1,3,6,5,2,1,1,1,7,7,5,1,2,2,1,1,1,1,4,4,4,3,1,3,1,4,4,4,1,1,1,1,1,1,1,1,1,1, ,1,1,5,5,4,1,1,3,1,3,4,2,2,2,2,2,1,2,2,1,1,5,7,1,1,3,6,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2, ,2,1,2,1,2,3,3,6,1,1,1,1,3,1,5, ,1,2,0,2,4,1,1,6,6,6,37.1189164370982,4,5,1,2,0,5,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,5,1,3,31.1,2/25/2019,2019,2,1,.0163718950020565,.0645180974010833,.94421184559076,.0160457576791289,.0645443842777011,1.904634712887,0,0,0
788, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,23,2,50,2, ,2, , , , , , , ,1,5,55,8,8,8,7,1,1,2,2,2,1,1,1,1,1,1,2,4,1,1,1,2,5,5,5,4,1,1,1,5,5,2,5,4,1,7,7,1,1,1,1,1,3,4,1,1,1,2,4,3,2,3,3,2,1,3,4,4,4,2,1,1,3,1,4,1,1,1, ,5,4,5,1,1,1,1,2,3,1,1,7,1,1,1,1,1,3,1,1,1,3,7,1,2,3,7,6,1,3,3,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2, ,2,2,3,1,2,6,3,6,5,6,1,1,5,1,5, ,2, ,1,4,4,1,1,5,5,5,36.5878378378378,4,8,2,1,5,11,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,25.1,2/11/2019,2019,2,1,.155818694210996,.166836002304965,.251070360207568,.152714698504594,.1669039769909,.506451307152567,0,0,0
789, , ,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,8,2,50,2, ,2, , , , , , , ,2, ,50,5,7,8,8,1,1,2,2,2,1,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,5,1,7,7,2,1,1,1,2,1,4,2,2,2,2,3,4,2,4,1,4,2,4,3,4,4,3,3,3,3,3,3,3,3,3, ,5,4,5,1,1,1,1,2,3,1,1,6,1,1,1,1,1,1,1,1,1,4,7,1,2,2,6,6,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,2,2,3,1,2,6,4,6,4,4,1,1,6,1,5, ,2, ,3,2,5,1,1,6,6,7,27.7031337962094,3,7,1,1,1,9,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,1,25.8,2/13/2019,2019,2,1,.700170749293285,.695406041381162,.731066487688092,0,0,0,.718476368224228,.695051204312695,.447931292475753
